Unnamed: 0.1,Unnamed: 0,duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri,track_name,artist_name,mbid,average_loudness,dynamic_complexity,chords_changes_rate,chords_histogram_mean,chords_histogram_stdev,chords_number_rate,key_strength,thpcp_mean,thpcp_stdev,tuning_diatonic_strength,tuning_equal_tempered_deviation,tuning_frequency,tuning_nontempered_energy_ratio,beats_count,beats_position_mean,beats_position_stdev,bpm,onset_rate,bpm_histogram_mean,bpm_histogram_stdev,bpm_histogram_first_peak_bpm,bpm_histogram_first_peak_weight,bpm_histogram_second_peak_bpm,bpm_histogram_second_peak_spread,bpm_histogram_second_peak_weight,genre_cluster
17083,17083,189129.0,0.564,0.942,-5.048,0.0643,0.000231,9.07e-06,0.126,0.813,142.004,3.3997959064976813e-07,2,spotify:track:4Vv0cjSnoGMnBUgbJOm1qM,Join the Riot,Paddy And The Rats,c5a0997f-6c08-410a-a547-14da26534618,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
25231,25231,145333.0,0.775,0.395,-8.699,0.117,0.756,0.873,0.101,0.289,109.422,8.050477179993533e-07,3,spotify:track:5m14oLeUbXerUuPcgzjcn6,"Granny, Will Your Dog Bite",Othar Turner,af99d773-4c68-4371-baee-0e8fa7c6e4ec,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
167478,167478,215067.0,0.54,0.749,-7.896,0.042,0.00672,2.3e-05,0.147,0.469,154.024,1.952879800248295e-07,1,spotify:track:6mpK1E4JUAoAuoEDoaenYL,Nothing's Perfect,NGHTMRE,7d32e185-a513-4763-9f09-af65db276c16,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
86762,86762,211952.0,1.46760046482,0.713,-7.026,0.265,0.0291,3.57e-06,0.11,0.746,92.902,1.2502830829621805e-06,1,spotify:track:4x26byiOAyTMIoimefDcLB,I'm Shady,Eminem,b9032785-e503-4fbb-b5c0-5596198821cb,0.940346956253,2.82439875603,0.127025842667,4.166666688240571,7.262859894432216,0.00175208062865,0.520231664181,0.3169269557628611,0.1509474702307099,0.449443489313,0.198514088988,434.193115234,0.828056573868,327.0,105.99898448796542,60.93878146153348,92.8903045654,4.56135988235,,,,,,,,unknown
58011,58011,240960.0,0.723,0.832,-9.912,0.0747,0.0909,0.0521,0.148,0.672,118.776,3.1000996015936255e-07,1,spotify:track:5DV7MswsxUN29RvV6iQ6jk,Space Cowboy (Classic Radio),Jamiroquai,c4724886-3e8a-440a-81f4-c3d57245daa6,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
201233,201233,476040.0,0.0789,0.0701,-19.808,0.0424,0.902,0.894,0.345,0.0506,81.68,8.906814553398874e-08,3,spotify:track:12HCQS7v8PudBdXGzwLsgm,"Simple Symphony, Op.4: 3. Sentimental Saraband",Benjamin Britten,c4f1ea90-c982-409c-9799-52756d70efb4,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
90675,90675,119249.0,0.751,0.576,-7.702,0.176,0.163,4.36e-05,0.265,0.158,146.973,1.4759033618730554e-06,1,spotify:track:4jx9GqqVMPacAOKHaFlsLb,Teen Bean,Ken Carson,3a5d3cd5-5a00-4cbb-b499-20f4a288cf9c,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
180749,180749,163107.0,0.604,0.272,-14.953,0.0484,0.947,0.893,0.297,0.24,144.125,2.9673772431593985e-07,3,spotify:track:0fCRMAw8XcOk2zzilmmXCt,Honey Pie - Instrumental Backing Track,The Beatles,0173ac1c-1a22-4f7a-bffd-a6c02b579c20,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
186174,186174,204136.0,0.696,0.45,-7.618,0.0446,0.479,0.000848,0.0649,0.565,92.403,2.184817964494259e-07,0,spotify:track:7H1IyHBQLaskVnGZ3EAWcK,Negrona,Ralfi Pagan,5479c0fe-5b27-4784-b492-c3f6fcf29c93,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
199513,199513,163481.0,0.71,0.624,-3.805,0.0465,0.122,0.0,0.129,0.438,115.983,2.8443672353362165e-07,1,spotify:track:4FWjZeBPeiBu2a4yzJmAJT,Diamonds,Julie Bergan,bc9523ce-f866-42c4-acd1-7ee5180cf101,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
174578,174578,146797.0,0.543,0.384,-12.164,0.03,0.87,0.0,0.0799,0.893,150.362,2.043638493974673e-07,0,spotify:track:0PeWOm50vIoOCwp9MljmDk,Melodía de Amor,Johnny Laboriel,ed0cfabe-5ec4-44a8-96ab-1990944ad523,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
220699,220699,89493.0,0.251,0.268,-9.909,0.0305,0.834,0.968,0.075,0.0811,75.558,3.408087783402054e-07,3,spotify:track:11BnfoNSvPpTx3ABDc6BsI,"Also sprach Zarathustra, Op. 30: Sonnenaufgang",Richard Strauss,45113fe4-1be9-4dbb-be12-fd1c79897103,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
5122,5122,121221.0,0.395,0.379,-17.918,0.0825,0.0,0.961,0.0827,0.183,99.089,6.805751478704185e-07,3,spotify:track:4w93DGzigEfyi8NiHIRS3k,"Nature Sounds by Night - Sleep & Relaxation, Pt. 06",Sleepy Times,7b630066-ec4f-421a-a2ee-3d3cf69f85fd,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
77808,77808,397556.0,1.48041677475,0.827,-8.283,0.0398,0.0314,0.847,0.0981,0.159,133.019,1.0011168237933776e-07,1,spotify:track:7B4zuMvLWegTWKWcmVmWa0,Pace Yourself,Karenn,2fbd4d43-f413-4440-8d42-399222359cff,0.958214104176,2.77848935127,0.108256451786,4.1666666458659165,6.980849614409582,0.00140137807466,0.547497272491,0.3469528410998,0.2169562229544692,0.315218299627,0.203217208385,434.193115234,0.89435583353,863.0,199.8290029763946,112.961658216126,132.982284546,4.51927518845,,,,,,,,unknown
69035,69035,176120.0,0.603,0.802,-5.089,0.111,0.306,5.06e-05,0.124,0.787,130.121,6.302521008403361e-07,1,spotify:track:6PrB4KpvuoYWtwjPC5a44S,Balader,Soolking,6c3c7fbd-8187-4a96-a3de-194c5b6a8cf6,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
44314,44314,198613.0,0.744,0.738,-7.282,0.0362,0.045,0.0134,0.0746,0.924,98.14,1.822640008458661e-07,1,spotify:track:68uupqD2ijA27hJxtvnsLH,Cumbia De La Cobra,Fito Olivares y Su Grupo,abfec488-0a3f-416f-aba3-38a231f92172,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
204168,204168,165987.0,0.214,0.218,-15.052,0.0323,0.884,0.178,0.165,0.175,100.698,1.945935525071241e-07,0,spotify:track:32Z3miiD5SZgaIkaGEWStf,Magic - Orchestrated Version 2,Nick Drake,04bea03c-93ac-4c8f-bce2-82b6eabb9ac3,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
